num_distr	mouse.time	mouse.clicked_name							
5	1.3477878	target							
5	1.2599863	target							
5	1.4307935	target							
5	1.5958951	target							
5	1.3961829	target							
5	1.6653229	target							
5	1.3188226	target							
5	1.4510558	target							
5	1.7843878	target							
5	1.8645358	target							
5	1.3493523	target							
5	1.7506893	target							
5	1.3448739	target							
5	1.5485735	target							
5	1.2350709	target							
5	1.0623291	target							
5	1.4844297	target							
5	1.2635326	target							
5	1.415903	target							
5	1.479493	target							
5	1.3418149	target							
5	1.3846446	target							
5	1.5309545	target							
5	1.4018376	target							
5	1.2017616	target							
5	1.4955904	target							
5	1.3064046	target							
5	1.2156308	target							
5	1.4327579	target							
5	1.4836425	target							
5	1.2473909	target							
5	1.3489922	target							
5	1.1612213	target							
5	1.3274423								
5	1.3833522	target							
5	2.0639195	target							
5	1.3983282	target							
5	1.4981015	target							
5	1.3200746								
5	1.4288751	target							
5	1.5508587	target							
5	1.4973039	target							
5	1.5169818	target							
5	1.9173088	target							
5	1.76108	target							
5	1.6154993	target							
5	1.4487462	target							
5	2.2788705	target							
5	1.9793296	target							
5	1.5786525	target							
5	1.0653955	target							
5	1.517712	target							
5	2.216639	target							
5	1.5319962	target							
5	1.6843116	target							
5	1.94802	target							
5	1.5310445	target							
5	1.3159116	target							
5	1.46577	target							
5	1.6830871	target							
5	1.4135663	target							
5	1.4814071	target							
5	1.8618299	target							
5	1.3345434	target							
5	1.6181947	target							
5	1.3989655								
5	1.5329136	target							
5	1.7637906	target							
5	1.5933809	target							
5	1.0818324	target							
5	1.6815594	target							
5	1.6166025	target							
5	1.281557	target							
5	1.3320838								
5	1.4487328	target							
5	1.345841	target							
5	1.3175407	target							
5	2.0264809	target							
5	1.5167682	target							
5	1.9557114	target							
5	1.2835895	target							
5	1.6308812	target							
5	1.2964543	target							
5	1.6158215	target							
5	1.6484563	target							
5	1.2573952	target							
5	1.1797167	target							
5	1.2847626	target							
5	1.4983362	target							
5	1.2968379	target							
5	1.6178957	target							
5	1.6348318	target							
5	1.0838586	target							
5	1.2865713	target							
5	1.5827957	target							
5	1.6846603	target							
5	1.0513423	target							
5	1.6646757	target							
5	1.1343951	target							
5	0.7803959	target							
5	1.7007226	target							
5	1.3023607	target							
5	0.9500164	target							
5	1.6858038	target							
5	1.4523152	target							
5	1.317398	target							
5	1.3649595	target							
5	1.1013371	target							
5	0.8699242	target							
5	1.2852342	target							
5	1.4069657	target							
5	1.4796972	target							
5	0.9687512	target							
5	1.2510446	target							
5	1.5322385	target							
5	1.0814695	target							
5	1.2668968	target							
5	1.1966308	target							
5	1.4366228	target							
5	2.4689397	target							
5	1.6172737	target							
5	1.4186691	target							
5	1.6816195	target							
5	1.152447	target							
5	1.6362352	target							
5	2.5714838	target							
5	1.8441628	target							
5	1.2353066	target							
5	1.218345	target							
5	1.5207228	target							
5	1.6159234	target							
5	2.5601392	target							
5	1.3689	target							
5	1.4527137	target							
5	1.1511995	target							
5	1.218763	target							
5	1.2354711	target							
5	1.4511155	target							
5	1.6183404	target							
5	1.416905	target							
5	1.5518739	target							
5	1.3156364	target							
5	2.2948117	target							
5	1.6675067	target							
5	1.2856999	target							
5	1.2874168	target							
5	1.5347142	target							
5	1.4524256	target							
5	1.8686665	target							
5	2.070013	target							
5	1.7309439	target							
5	1.4163036	target							
5	2.0671604	target							
5	1.7674225	target							
5	1.8541921	target							
5	1.6702289	target							
5	1.4858483	target							
5	1.6161599	target							
5	1.7535267	target							
5	1.3650214	target							
5	1.386125	target							
5	1.4377873	target							
5	1.6315273	target							
5	2.4041265	target							
5	1.2032472	target							
5	1.7688667	target							
5	1.8867031	target							
5	1.4999159	target							
5	1.1853018	target							
5	1.7629806	target							
5	1.0505371	target							
5	1.3821035	target							
5	1.9359919	target							
5	1.3448761	target							
5	1.101644	target							
5	1.3857297	target							
5	0.9491888	target							
5	0.9302256	target							
5	1.5184983	target							
5	1.2322297	target							
5	1.1503292	target							
5	3.0181354	target							
5	1.3465456	target							
5	2.6931418	target							
5	1.5231345	target							
5	1.2895891	target							
5	2.1823832	target							
5	1.8096203	target							
5	2.0676676	target							
5	2.024404	target							
5	1.9235763	target							
5	1.1794272	target							
5	2.1462712	target							
5	2.5730065	target							
5	1.8523274	target							
5	1.9181818	target							
5	3.8930031	target							
5	1.7539484	target							
5	1.2683711	target							
5	1.8883878	target							
5	3.1829287	target							
5	1.4156858	target							
5	2.0309891	target							
5	1.4855024	target							
5	1.652012	target							
5	1.4575268	target							
5	1.5743851	target							
5	1.7072481	target							
5	1.8167638	target							
5	1.5186944	target							
5	2.0059745	target							
5	1.2402528	target							
5	1.4400073	target							
5	1.5550202	target							
5	2.3802685	target							
5	2.1930135	target							
5	1.1105481	target							
5	1.2461551	target							
5	1.9575988	target							
5	2.2806966	target							
5	2.4289523	target							
5	1.3651945	target							
5	1.4776377	target							
5	1.2542195	target							
5	1.8300412	target							
5	1.1824642	target							
5	1.2539867	target							
5	1.5928478	target							
5	1.3807234	target							
5	2.0621197	target							
5	1.790011	target							
5	1.7505166	target							
5	1.9487111	target							
5	1.9871914	target							
5	1.8371491	target							
5	1.630506	target							
5	2.6189029	target							
5	2.933311	target							
5	1.361506	target							
5	1.9746424	target							
5	2.5391116	target							
5	1.638408	target							
5	1.7774992	target							
5	1.3808601	target							
5	2.2840914	target							
5	1.4951761	target							
5	1.2467764	target							
5	1.4958366	target							
5	1.8016758	target							
5	1.2660716	target							
5	1.4980689	target							
5	2.2305821	target							
5	1.1125526	target							
5	1.5503336	target							
5	2.7371204	target							
5	1.6072901	target							
5	1.9115089	target							
5	1.7277949	target							
5	2.6621301	target							
5	1.8921729	target							
5	2.4027238	target							
5	2.0974875	target							
5	1.9405993	target							
5	2.1188602	target							
5	1.9054881	target							
5	2.0582804	target							
5	1.9094479	target							
5	1.883462	target							
5	1.616183	target							
5	1.5404461	target							
5	1.2923219	target							
5	1.8761653	target							
5	1.9654653	target							
5	1.4943666	target							
5	1.0054588	target							
5	1.6006291	target							
5	1.5315684	target							
5	1.2399294	target							
5	1.232281	target							
5	1.2142338	target							
5	1.533334	target							
5	1.1977349	target							
5	1.3726441	target							
5	1.5446031	target							
5	2.9113444	target							
5	2.1126451	target							
5	2.0720767	target							
5	1.7106544	target							
5	1.4774015	target							
5	1.3620107	target							
5	1.547065	target							
5	1.2785633	target							
5	1.2989777	target							
5	1.7634156	target							
5	1.2906192	target							
5	1.3227036	target							
5	1.6334155	target							
5	1.5074231	target							
5	1.5276958	target							
5	1.9120557	target							
5	1.4620745	target							
5	1.5058785	target							
5	1.2531244	target							
5	1.2577009	target							
5	1.3065548	target							
5	1.631786	target							
5	1.3458054	target							
5	1.3403088	target							
5	1.8215739	target							
5	1.4352607	target							
5	1.3543524	target							
5	1.4694653	target							
5	2.0680856	target							
5	1.4390112	target							
5	1.9930861	target							
5	1.7117456	target							
5	1.6665712	target							
5	1.7167274	target							
5	1.5359532	target							
5	2.218735	target							
5	1.8664971	target							
5	1.5943572	target							
5	1.8104698	target							
5	1.421211	target							
5	2.6750612	target							
5	1.3162091	target							
5	2.0286563	target							
5	1.4972724	target							
5	1.4076298	target							
5	1.6000876	target							
5	1.8944959	target							
5	1.4121869	target							
5	1.3145242	target							
5	1.7951182	target							
5	1.5810502	target							
5	1.7575842	target							
5	1.4789809	target							
5	1.4804908	target							
5	1.5257076	target							
5	1.3273709	target							
5	1.6249821	target							
5	1.4068062	target							
5	2.1295731	target							
5	1.578195	target							
5	1.2550855	target							
5	1.5425883	target							
5	1.2675332	target							
5	1.8463222	target							
5	1.7818021	target							
5	1.5280823	target							
5	1.3789474	target							
5	1.4192921	target							
5	1.6023458	target							
5	1.399893	target							
5	2.2942401	target							
5	1.4194555	target							
5	1.3263112	target							
5	1.5644536	target							
5	1.4567278	target							
5	1.5213744	target							
5	1.7784382	target							
5	2.225911	target							
5	1.6756363	target							
5	1.5884597	target							
5	1.6103798	target							
5	1.9874976	target							
5	1.9415072	target							
5	1.5194543	target							
5	1.7038219	target							
5	1.9514669	target							
5	1.7850809	target							
5	1.4071586	target							
5	1.6870864	target							
5	2.0780619	target							
5	2.1229344	target							
5	1.8354361	target							
5	1.6264825	target							
5	1.8100937	target							
5	1.6713545	target							
5	1.4011903	target							
5	1.8102809	target							
5	1.6077494	target							
5	1.5752431	target							
5	2.1197204	target							
5	1.5417724	target							
5	1.4746947	target							
5	1.5534944	target							
5	1.6782693	target							
5	2.0908167	target							
5	1.6484914	target							
5	1.5463074	target							
5	1.5646391	target							
10	2.4747898	target							
10	1.7579531	target							
10	1.2543327	target							
10	1.5740305	target							
10	1.5488226	target							
10	1.7596578	target							
10	1.3378372	target							
10	1.2087063	target							
10	1.2114397	target							
10	1.9367961	target							
10	1.5418709	target							
10	1.592152	target							
10	1.4580438	target							
10	1.6895135	target							
10	1.5121986								
10	1.4202876	target							
10	1.1264661	target							
10	1.208327	target							
10	0.9935641	target							
10	1.5594455	target							
10	1.8240638	target							
10	1.1107553	target							
10	1.4912336	target							
10	1.6392118	target							
10	1.3896247	target							
10	1.8090631	target							
10	1.9090383	target							
10	1.7404353	target							
10	1.3592335								
10	1.7098446	target							
10	2.6529993	target							
10	1.2739989	target							
10	1.3375382	target							
10	3.1883922	target							
10	1.4500846	target							
10	1.3085952	target							
10	1.1424007	target							
10	1.2248598	target							
10	1.3770782	target							
10	1.5904554	target							
10	2.2737588	target							
10	1.0589945	target							
10	1.7252684	target							
10	1.4703014	target							
10	2.0745868	target							
10	1.7125021	target							
10	1.3913406	target							
10	2.1051801	target							
10	0.9095421	target							
10	1.4209736								
10	2.9727489	target							
10	1.8926925								
10	1.8937007								
10	1.3873574	target							
10	1.5885683	target							
10	1.394087	target							
10	1.8594261	target							
10	2.0053046	target							
10	2.7225401	target							
10	1.6079732	target							
10	1.6534618	target							
10	1.387935	target							
10	1.4416379	target							
10	1.3116851	target							
10	1.6413065	target							
10	2.008481	target							
10	1.8385843	target							
10	1.4927769	target							
10	1.1919273	target							
10	1.2534915	target							
10	1.6075652	target							
10	1.4590029	target							
10	1.3259586	target							
10	1.3412514								
10	1.0761066	target							
10	1.3559894	target							
10	1.4390607	target							
10	1.1271578	target							
10	1.8869378	target							
10	1.8076435	target							
10	1.4096685	target							
10	1.1972393	target							
10	1.0810926	target							
10	1.4583434	target							
10	1.3549147	target							
10	2.3219388	target							
10	1.6173702	target							
10	2.3563263	target							
10	1.6434738	target							
10	2.0900566	target							
10	2.2748908	target							
10	1.5244782	target							
10	2.0233973	target							
10	1.6001949	target							
10	1.8688918	target							
10	1.3412591	target							
10	1.4418722	target							
10	1.8529251	target							
10	2.7251168	target							
10	1.3416484	target							
10	1.8672234	target							
10	1.3602903	target							
10	1.5113551	target							
10	1.4262031	target							
10	1.4258183	target							
10	1.0708975								
10	2.0716613	target							
10	1.3283995	target							
10	1.1897578	target							
10	1.77077	target							
10	1.8679247								
10	1.3696546	target							
10	1.5312723	target							
10	1.4230459	target							
10	1.5422786	target							
10	1.1619923	target							
10	1.4481247	target							
10	1.5659045	target							
10	1.3179217	target							
10	1.373698	target							
10	1.3547359	target							
10	1.9178024	target							
10	1.3109632	target							
10	1.7019923	target							
10	1.7152893	target							
10	1.3570458	target							
10	1.4995282	target							
10	1.7655358	target							
10	1.6065359	target							
10	1.3278057	target							
10	1.3219753	target							
10	1.5321088	target							
10	1.4717054	target							
10	1.3012938	target							
10	1.3033504	target							
10	1.5224851								
10	1.2683691	target							
10	1.6028993	target							
10	1.3037027	target							
10	1.3733607	target							
10	1.3359605	target							
10	1.6128182	target							
10	1.2960042	target							
10	1.3543046	target							
10	1.2211243	target							
10	1.265899	target							
10	1.3216214	target							
10	1.6038869	target							
10	1.7882557	target							
10	1.5401884	target							
10	1.1305767	target							
10	1.6688994	target							
10	1.1803394	target							
10	1.3619805	target							
10	1.6208627	target							
10	1.6245594	target							
10	1.4276769	target							
10	2.1330077	target							
10	0.8808818								
10	2.0044314	target							
10	1.6120533	target							
10	1.8220835	target							
10	1.9044972	target							
10	1.505632	target							
10	1.3718105	target							
10	1.541021	target							
10	1.1890121	target							
10	1.7648298	target							
10	1.9044449	target							
10	1.8672983	target							
10	1.6563109	target							
10	1.6785129	target							
10	1.5229437	target							
10	1.7843928	target							
10	1.4166565	target							
10	1.5463227	target							
10	1.4680186	target							
10	1.9305446	target							
10	1.540921	target							
10	1.4542212	target							
10	1.7886083	target							
10	1.6404942	target							
10	1.2035517	target							
10	1.532946	target							
10	2.1071841	target							
10	1.3317524	target							
10	1.4182368	target							
10	1.2807215	target							
10	1.133325	target							
10	1.4905089	target							
10	1.3184636	target							
10	1.5171764	target							
10	1.5388812	target							
10	1.6237919	target							
10	1.2454108	target							
10	1.2186401	target							
10	1.4575693	target							
10	1.3994961	target							
10	1.8143568	target							
10	1.7008542	target							
10	1.2332051	target							
10	1.3798333	target							
10	1.2816686	target							
10	1.435696	target							
10	2.3296897	target							
10	1.834496	target							
10	1.054384	target							
10	4.0544851	target							
10	1.1054333	target							
10	2.3091259	target							
10	1.4860254	target							
10	1.905613	target							
10	1.8073052	target							
10	2.590816	target							
10	1.6904084	target							
10	2.4727607	target							
10	1.7685383	target							
10	1.8580268	target							
10	1.0656017	target							
10	2.2423495	target							
10	1.8071322	target							
10	2.0340575	target							
10	1.1916491	target							
10	1.8347201	target							
10	2.9890566	target							
10	1.3354705	target							
10	2.2191729	target							
10	0.9077794	target							
10	0.9343178	target							
10	0.8579109	target							
10	1.7799202	target							
10	1.3198285	target							
10	1.6346539	target							
10	4.6735937	target							
10	1.3922281	target							
10	1.3239773	target							
10	1.3571002	target							
10	2.0031935	target							
10	1.9922674	target							
10	1.5928742	target							
10	1.7550476	target							
10	2.6680134	target							
10	2.0488095	target							
10	1.2596073	target							
10	1.9065974	target							
10	1.4580694	target							
10	1.475168	target							
10	1.3737971	target							
10	2.46651	target							
10	3.5726338								
10	2.4402239	target							
10	2.2403092	target							
10	1.2425052	target							
10	1.2017447	target							
10	2.3654676	target							
10	2.2388023	target							
10	1.2232354	target							
10	2.4886806	target							
10	1.652868	target							
10	3.0544631	target							
10	1.5647424	target							
10	1.0720698	target							
10	1.7406551	target							
10	1.9127669	target							
10	1.5881114	target							
10	2.3566884	target							
10	1.0537447	target							
10	1.6727435	target							
10	3.5879028	target							
10	3.1920301	target							
10	2.0897378	target							
10	1.9766886	target							
10	2.0922032	target							
10	1.8835009	target							
10	2.003369	target							
10	2.3528253	target							
10	1.8522046	target							
10	1.9710472	target							
10	1.5713237	target							
10	2.8414756	target							
10	1.2386686	target							
10	2.0370381	target							
10	2.2331299	target							
10	1.1852789	target							
10	1.8588057	target							
10	1.2122622	target							
10	2.1813544	target							
10	1.2082786	target							
10	2.2258115	target							
10	1.6263609	target							
10	1.1711297	target							
10	2.1557415	target							
10	1.2903769	target							
10	1.810654	target							
10	1.4205953	target							
10	1.978519	target							
10	1.7423851	target							
10	1.6067179	target							
10	1.2575158	target							
10	1.2883553	target							
10	2.5424965	target							
10	2.2085593	target							
10	1.5974179	target							
10	1.3882175	target							
10	1.7414511	target							
10	1.136956	target							
10	1.342308	target							
10	1.3594479	target							
10	2.3397638	target							
10	1.6923524	target							
10	1.8197207	target							
10	1.2244343	target							
10	1.743069	target							
10	1.850548	target							
10	2.8998647	target							
10	2.7953013	target							
10	1.7911598	target							
10	1.623239	target							
10	1.5201638	target							
10	2.1524807	target							
10	1.4023535	target							
10	1.5226329	target							
10	1.883996	target							
10	2.7685662	target							
10	2.6007433	target							
10	3.1058026	target							
10	1.9972916	target							
10	1.4186843	target							
10	1.5102635	target							
10	1.495876	target							
10	1.9061553	target							
10	2.0053616	target							
10	0.8183024	target							
10	1.9042984	target							
10	1.5740318	target							
10	2.0771584	target							
10	1.7008136	target							
10	2.7838935	target							
10	1.9415802	target							
10	9.9452362	target							
10	2.5694872	target							
10	1.7846187	target							
10	2.2567635	target							
10	2.1741167	target							
10	2.5389294	target							
10	2.4815096	target							
10	2.0730128	target							
10	1.4921407	target							
10	1.2445707	target							
10	2.0154283								
10	1.7972049	target							
10	2.5137162	target							
10	2.3776165	target							
10	2.7344335	target							
10	2.4833333	target							
10	2.643545	target							
10	2.7829097	target							
10	1.3725855	target							
10	1.2719045	target							
10	2.376236	target							
10	1.1633655	target							
10	3.4532096	target							
10	1.1625497	target							
10	3.9928219	target							
10	2.7127303	target							
10	1.9831003	target							
10	1.3457804	target							
10	3.6590531	target							
10	3.6262956	target							
10	1.810765	target							
10	3.0264611	target							
10	2.2728835	target							
10	2.297252	target							
10	2.629821	target							
10	3.1594805	target							
10	2.2874703	target							
10	1.8242878	target							
10	2.8256957	target							
10	1.4317318	target							
10	1.3985713	target							
10	3.4756403	target							
10	2.9641575	target							
10	1.7599353	target							
10	1.9007614	target							
10	2.0125989	target							
10	2.8008572	target							
10	2.4254363	target							
10	1.2366421	target							
10	1.5936851	target							
10	5.6641808	target							
10	1.9725416	target							
10	1.7789211	target							
10	2.6177708	target							
10	1.5078654	target							
10	1.9338765	target							
10	4.3654619	target							
10	2.1078459	target							
10	3.9479861	target							
10	2.294262	target							
10	1.4647677	target							
10	2.5702328	target							
10	2.6133248	target							
10	2.0994119	target							
10	2.4124378	target							
10	1.3478665	target							
10	2.2220998	target							
10	1.6537196	target							
10	2.8671981	target							
10	2.8714391	target							
10	1.6769198	target							
10	1.5702282	target							
10	1.1343914	target							
10	1.2835548	target							
10	1.8404994	target							
10	1.3552268	target							
10	2.0366185	target							
10	1.8656206	target							
10	1.34962	target							
10	1.5434103	target							
10	1.7373587	target							
10	1.7102169	target							
10	1.07394	target							
10	1.4657609	target							
10	1.7301361	target							
10	1.3857134	target							
10	2.3851299	target							
10	1.8514914	target							
10	1.712241	target							
10	1.5212505	target							
10	1.9396879	target							
10	2.4676269	target							
10	1.3573387	target							
10	2.0352794	target							
10	1.8621329	target							
10	1.6203946	target							
10	1.7885279	target							
10	4.2142106	target							
10	1.4612473	target							
10	1.480498	target							
10	1.6495357	target							
10	2.1859626	target							
10	1.7933224	target							
10	1.9324073	target							
10	1.3340187	target							
10	1.6983565	target							
10	1.9784948	target							
10	1.5788444	target							
10	1.7242824	target							
10	1.6705799	target							
10	1.4149676	target							
10	1.3702111	target							
10	1.4622432	target							
10	1.0569976	target							
10	1.6752759	target							
10	1.7247626	target							
10	1.3937336	target							
10	1.201956	target							
10	1.2195949	target							
10	1.7506841	target							
10	1.5568847	target							
10	1.6046718	target							
10	2.0224211	target							
10	2.4306912	target							
10	1.6409117	target							
10	1.6527826	target							
10	1.3802365	target							
10	2.1587677	target							
10	1.5248484	target							
10	1.3341284	target							
10	1.8195473	target							
10	1.7731411	target							
10	2.4373605	target							
10	3.1691468	target							
10	1.4187234	target							
10	1.5492337	target							
10	1.5404869	target							
10	1.4888296	target							
10	1.8533785	target							
10	1.6294676	target							
10	1.8812502	target							
10	1.5121283	target							
10	1.8838553	target							
10	1.6499073	target							
10	2.1753373	target							
10	2.2828358	target							
10	1.3718483	target							
10	2.2540217	target							
10	1.918797	target							
10	1.5778841	target							
10	1.7804951	target							
10	1.9364512	target							
10	1.7710218	target							
10	1.837265	target							
10	1.7889708	target							
10	1.4446809	target							
10	1.2761972	target							
10	1.8976586	target							
10	1.9218663	target							
10	1.8026283	target							
10	1.5398229	target							
10	2.3219825	target							
10	1.8986917	target							
10	1.54044	target							
